"id";"codigo_arancelario";"nivel";"c_n_code";"longitud_cn_code";"descripcion";"parent_id"
4473;"282570000080";4;"2825 70 00";10;- Óxidos e hidróxidos de molibdeno;4466
4474;"282580000080";4;"2825 80 00";10;- Óxidos de antimonio;4466
4475;"282590000080";4;"2825 90";7;- Los demás;4466
4476;"282590110010";5;"";0;-- Óxido, hidróxido y peróxido de calcio;4475
4550;"283329300080";6;"2833 29 30";10;--- De cobalto o titanio;4548
4551;"283329600080";6;"2833 29 60";10;--- De plomo;4548
4477;"282590110080";6;"2825 90 11";10;--- Hidróxido de calcio, con una pureza superior o igual al 98 % en peso, calculado sobre producto seco, en forma de partículas, de las cuales: - una cantidad inferior o igual al 1 % en peso, presentan un tamaño de partícula superior a 75 micrómetros y - una cantidad inferior o igual al 4 % en peso, presentan un tamaño de partícula inferior a 1,3 micrómetros;4476
4478;"282590190080";6;"2825 90 19";10;--- Los demás;4476
4479;"282590200080";5;"2825 90 20";10;-- Óxido e hidróxido de berilio;4475
4480;"282590400080";5;"2825 90 40";10;-- Óxidos e hidróxidos de volframio (tungsteno);4475
4481;"282590600080";5;"2825 90 60";10;-- Óxido de cadmio;4475
4482;"282590850080";5;"2825 90 85";10;-- Los demás;4475
4483;"282600000010";3;"";0;V. SALES Y PEROXOSALES METÁLICAS DE LOS ÁCIDOS INORGÁNICOS;4328
4484;"282600000080";3;"2826";4;"Fluoruros; fluorosilicatos, fluoroaluminatos y demás sales complejas de flúor";4483
4485;"282612000010";4;"";0;- Fluoruros;4484
4486;"282612000080";5;"2826 12 00";10;-- De aluminio;4485
4487;"282619000080";5;"2826 19";7;-- Los demás;4485
4488;"282619100080";6;"2826 19 10";10;--- De amonio o sodio;4487
4489;"282619900080";6;"2826 19 90";10;--- Los demás;4487
4490;"282630000080";4;"2826 30 00";10;- Hexafluoroaluminato de sodio (criolita sintética);4484
4491;"282690000080";4;"2826 90";7;- Los demás;4484
4492;"282690100080";5;"2826 90 10";10;-- Hexafluorocirconato de dipotasio;4491
4493;"282690800080";5;"2826 90 80";10;-- Los demás;4491
4494;"282700000080";3;"2827";4;"Cloruros, oxicloruros e hidroxicloruros; bromuros y oxibromuros; yoduros y oxiyoduros";4483
4495;"282710000080";4;"2827 10 00";10;- Cloruro de amonio;4494
4496;"282720000080";4;"2827 20 00";10;- Cloruro de calcio;4494
4497;"282731000010";4;"";0;- Los demás cloruros;4494
4498;"282731000080";5;"2827 31 00";10;-- De magnesio;4497
4499;"282732000080";5;"2827 32 00";10;-- De aluminio;4497
4500;"282735000080";5;"2827 35 00";10;-- De níquel;4497
4501;"282739000080";5;"2827 39";7;-- Los demás;4497
4502;"282739100080";6;"2827 39 10";10;--- De estaño;4501
4503;"282739200080";6;"2827 39 20";10;--- De hierro;4501
4504;"282739300080";6;"2827 39 30";10;--- De cobalto;4501
4505;"282739850080";6;"2827 39 85";10;--- Los demás;4501
4506;"282741000010";4;"";0;- Oxicloruros e hidroxicloruros;4494
4507;"282741000080";5;"2827 41 00";10;-- De cobre;4506
4508;"282749000080";5;"2827 49";7;-- Los demás;4506
4509;"282749100080";6;"2827 49 10";10;--- De plomo;4508
4510;"282749900080";6;"2827 49 90";10;--- Los demás;4508
4511;"282751000010";4;"";0;- Bromuros y oxibromuros;4494
4512;"282751000080";5;"2827 51 00";10;-- Bromuros de sodio o potasio;4511
4513;"282759000080";5;"2827 59 00";10;-- Los demás;4511
4514;"282760000080";4;"2827 60 00";10;- Yoduros y oxiyoduros;4494
4515;"282800000080";3;"2828";4;"Hipocloritos; hipoclorito de calcio comercial; cloritos; hipobromitos";4483
4516;"282810000080";4;"2828 10 00";10;- Hipoclorito de calcio comercial y demás hipocloritos de calcio;4515
4517;"282890000080";4;"2828 90 00";10;- Los demás;4515
4518;"282900000080";3;"2829";4;"Cloratos y percloratos; bromatos y perbromatos; yodatos y peryodatos";4483
4519;"282911000010";4;"";0;- Cloratos;4518
4520;"282911000080";5;"2829 11 00";10;-- De sodio;4519
4521;"282919000080";5;"2829 19 00";10;-- Los demás;4519
4522;"282990000080";4;"2829 90";7;- Los demás;4518
4523;"282990100080";5;"2829 90 10";10;-- Percloratos;4522
4524;"282990400080";5;"2829 90 40";10;-- Bromatos de potasio o sodio;4522
4525;"282990800080";5;"2829 90 80";10;-- Los demás;4522
4526;"283000000080";3;"2830";4;"Sulfuros; polisulfuros, aunque no sean de constitución química definida";4483
4527;"283010000080";4;"2830 10 00";10;- Sulfuros de sodio;4526
4528;"283090000080";4;"2830 90";7;- Los demás;4526
4529;"283090110080";5;"2830 90 11";10;-- Sulfuros de calcio, de antimonio o hierro;4528
4530;"283090850080";5;"2830 90 85";10;-- Los demás;4528
4531;"283100000080";3;"2831";4;Ditionitos y sulfoxilatos;4483
4532;"283110000080";4;"2831 10 00";10;- De sodio;4531
4533;"283190000080";4;"2831 90 00";10;- Los demás;4531
4534;"283200000080";3;"2832";4;"Sulfitos; tiosulfatos";4483
4535;"283210000080";4;"2832 10 00";10;- Sulfitos de sodio;4534
4536;"283220000080";4;"2832 20 00";10;- Los demás sulfitos;4534
4537;"283230000080";4;"2832 30 00";10;- Tiosulfatos;4534
4538;"283300000080";3;"2833";4;"Sulfatos; alumbres; peroxosulfatos (persulfatos)";4483
4539;"283311000010";4;"";0;- Sulfatos de sodio;4538
4540;"283311000080";5;"2833 11 00";10;-- Sulfato de disodio;4539
4541;"283319000080";5;"2833 19 00";10;-- Los demás;4539
4542;"283321000010";4;"";0;- Los demás sulfatos;4538
4543;"283321000080";5;"2833 21 00";10;-- De magnesio;4542
4544;"283322000080";5;"2833 22 00";10;-- De aluminio;4542
4545;"283324000080";5;"2833 24 00";10;-- De níquel;4542
4546;"283325000080";5;"2833 25 00";10;-- De cobre;4542
4547;"283327000080";5;"2833 27 00";10;-- De bario;4542
4548;"283329000080";5;"2833 29";7;-- Los demás;4542
4549;"283329200080";6;"2833 29 20";10;--- De cadmio, cromo o cinc;4548
4552;"283329800080";6;"2833 29 80";10;--- Los demás;4548
4553;"283330000080";4;"2833 30 00";10;- Alumbres;4538
4554;"283340000080";4;"2833 40 00";10;- Peroxosulfatos (persulfatos);4538
4555;"283400000080";3;"2834";4;"Nitritos; nitratos";4483
4556;"283410000080";4;"2834 10 00";10;- Nitritos;4555
4557;"283421000010";4;"";0;- Nitratos;4555
4558;"283421000080";5;"2834 21 00";10;-- De potasio;4557
4559;"283429000080";5;"2834 29";7;-- Los demás;4557
4560;"283429200080";6;"2834 29 20";10;--- De bario, berilio, cadmio, cobalto, plomo o níquel;4559
4561;"283429400080";6;"2834 29 40";10;--- De cobre;4559
4562;"283429800080";6;"2834 29 80";10;--- Los demás;4559
4563;"283500000080";3;"2835";4;"Fosfinatos (hipofosfitos), fosfonatos (fosfitos) y fosfatos; polifosfatos, aunque no sean de constitución química definida";4483
4564;"283510000080";4;"2835 10 00";10;- Fosfinatos (hipofosfitos) y fosfonatos (fosfitos);4563
4565;"283522000010";4;"";0;- Fosfatos;4563
4566;"283522000080";5;"2835 22 00";10;-- De monosodio o disodio;4565
4567;"283524000080";5;"2835 24 00";10;-- De potasio;4565
4568;"283525000080";5;"2835 25 00";10;-- Hidrogenoortofosfato de calcio («fosfato dicálcico»);4565
4569;"283526000080";5;"2835 26 00";10;-- Los demás fosfatos de calcio;4565
4570;"283529000080";5;"2835 29";7;-- Los demás;4565
4571;"283529100080";6;"2835 29 10";10;--- De triamonio;4570
4572;"283529300080";6;"2835 29 30";10;--- De trisodio;4570
4573;"283529900080";6;"2835 29 90";10;--- Los demás;4570
4574;"283531000010";4;"";0;- Polifosfatos;4563
4575;"283531000080";5;"2835 31 00";10;-- Trifosfato de sodio (tripolifosfato de sodio);4574
4576;"283539000080";5;"2835 39 00";10;-- Los demás;4574
4577;"283600000080";3;"2836";4;"Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amonio comercial que contenga carbamato de amonio";4483
4578;"283620000080";4;"2836 20 00";10;- Carbonato de disodio;4577
4579;"283630000080";4;"2836 30 00";10;- Hidrogenocarbonato (bicarbonato) de sodio;4577
4580;"283640000080";4;"2836 40 00";10;- Carbonatos de potasio;4577
4581;"283650000080";4;"2836 50 00";10;- Carbonato de calcio;4577
4582;"283660000080";4;"2836 60 00";10;- Carbonato de bario;4577
4583;"283691000010";4;"";0;- Los demás;4577
4584;"283691000080";5;"2836 91 00";10;-- Carbonatos de litio;4583
4585;"283692000080";5;"2836 92 00";10;-- Carbonato de estroncio;4583
4586;"283699000080";5;"2836 99";7;-- Los demás;4583
4587;"283699110010";6;"";0;--- Carbonatos;4586
4588;"283699110080";7;"2836 99 11";10;---- De magnesio o cobre;4587
4589;"283699170080";7;"2836 99 17";10;---- Los demás;4587
4590;"283699900080";6;"2836 99 90";10;--- Peroxocarbonatos (percarbonatos);4586
4591;"283700000080";3;"2837";4;Cianuros, oxicianuros y cianuros complejos;4483
4592;"283711000010";4;"";0;- Cianuros y oxicianuros;4591
4593;"283711000080";5;"2837 11 00";10;-- De sodio;4592
4594;"283719000080";5;"2837 19 00";10;-- Los demás;4592
4595;"283720000080";4;"2837 20 00";10;- Cianuros complejos;4591
4596;"283900000080";3;"2839";4;"Silicatos; silicatos comerciales de los metales alcalinos";4483
4597;"283911000010";4;"";0;- De sodio;4596
4598;"283911000080";5;"2839 11 00";10;-- Metasilicatos;4597
4599;"283919000080";5;"2839 19 00";10;-- Los demás;4597
4600;"283990000080";4;"2839 90 00";10;- Los demás;4596
4601;"284000000080";3;"2840";4;"Boratos; peroxoboratos (perboratos)";4483
4602;"284011000010";4;"";0;- Tetraborato de disodio (bórax refinado);4601
4603;"284011000080";5;"2840 11 00";10;-- Anhidro;4602
4604;"284019000080";5;"2840 19";7;-- Los demás;4602
4605;"284019100080";6;"2840 19 10";10;--- Tetraborato disódico pentahidrato;4604
4606;"284019900080";6;"2840 19 90";10;--- Los demás;4604
4607;"284020000080";4;"2840 20";7;- Los demás boratos;4601
4608;"284020100080";5;"2840 20 10";10;-- Boratos de sodio anhidros;4607
4609;"284020900080";5;"2840 20 90";10;-- Los demás;4607
4610;"284030000080";4;"2840 30 00";10;- Peroxoboratos (perboratos);4601
4611;"284100000080";3;"2841";4;Sales de los ácidos oxometálicos o peroxometálicos;4483
4612;"284130000080";4;"2841 30 00";10;- Dicromato de sodio;4611
4613;"284150000080";4;"2841 50 00";10;"- Los demás cromatos y dicromatos; peroxocromatos";4611
4614;"284161000010";4;"";0;- Manganitos, manganatos y permanganatos;4611
4615;"284161000080";5;"2841 61 00";10;-- Permanganato de potasio;4614
4616;"284169000080";5;"2841 69 00";10;-- Los demás;4614
4617;"284170000080";4;"2841 70 00";10;- Molibdatos;4611
4618;"284180000080";4;"2841 80 00";10;- Volframatos (tungstatos);4611
4619;"284190000080";4;"2841 90";7;- Los demás;4611
4620;"284190300080";5;"2841 90 30";10;-- Cincatos o vanadatos;4619
4621;"284190850080";5;"2841 90 85";10;-- Los demás;4619
4622;"284200000080";3;"2842";4;Las demás sales de los ácidos o peroxoácidos inorgánicos (incluidos los aluminosilicatos, aunque no sean de constitución química definida), excepto los aziduros (azidas);4483
4623;"284210000080";4;"2842 10 00";10;- Silicatos dobles o complejos, incluidos los aluminosilicatos, aunque no sean de constitución química definida;4622
4624;"284290000080";4;"2842 90";7;- Las demás;4622
4625;"284290100080";5;"2842 90 10";10;-- Sales simples, dobles o complejas de los ácidos del selenio o teluro;4624
4626;"284290800080";5;"2842 90 80";10;-- Las demás;4624
4627;"284300000010";3;"";0;VI. VARIOS;4328
4628;"284300000080";3;"2843";4;"Metal precioso en estado coloidal; compuestos inorgánicos u orgánicos de metal precioso, aunque no sean de constitución química definida; amalgamas de metal precioso";4627
4629;"284310000080";4;"2843 10";7;- Metal precioso en estado coloidal;4628
4630;"284310100080";5;"2843 10 10";10;-- Plata;4629
4631;"284310900080";5;"2843 10 90";10;-- Los demás;4629
4632;"284321000010";4;"";0;- Compuestos de plata;4628
4633;"284321000080";5;"2843 21 00";10;-- Nitrato de plata;4632
4634;"284329000080";5;"2843 29 00";10;-- Los demás;4632
4635;"284330000080";4;"2843 30 00";10;- Compuestos de oro;4628
4636;"284390000080";4;"2843 90";7;"- Los demás compuestos; amalgamas";4628
4637;"284390100080";5;"2843 90 10";10;-- Amalgamas;4636
4638;"284390900080";5;"2843 90 90";10;-- Los demás;4636
4639;"284400000080";3;"2844";4;"Elementos químicos radiactivos e isótopos radiactivos (incluidos los elementos químicos e isótopos fisionables o fértiles) y sus compuestos; mezclas y residuos que contengan estos productos";4627
4640;"284410000080";4;"2844 10";7;"- Uranio natural y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio natural o compuestos de uranio natural";4639
4641;"284410100010";5;"";0;-- Uranio natural;4640
4642;"284410100080";6;"2844 10 10";10;"--- En bruto; desperdicios y desechos (Euratom)";4641
4643;"284410300080";6;"2844 10 30";10;--- Manufacturado (Euratom);4641
4644;"284410500080";5;"2844 10 50";10;-- Ferrouranio;4640
4645;"284410900080";5;"2844 10 90";10;-- Los demás (Euratom);4640
4646;"284420000080";4;"2844 20";7;"- Uranio enriquecido en U 235 y sus compuestos; plutonio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio enriquecido en U 235, plutonio o compuestos de estos productos";4639
4647;"284420250010";5;"";0;"-- Uranio enriquecido en U 235 y sus compuestos; aleaciones, dispersiones, incluido el cermet, productos cerámicos y mezclas, que contengan uranio enriquecido en U 235 o compuestos de estos productos";4646
4648;"284420250080";6;"2844 20 25";10;--- Ferrouranio;4647
4649;"284420350080";6;"2844 20 35";10;--- Los demás (Euratom);4647
4650;"284420510010";5;"";0;"-- Plutonio y sus compuestos; aleaciones, dispersiones, incluido el cermet, productos cerámicos y mezclas que contengan plutonio o compuestos de estos productos";4646
4651;"284420510020";6;"";0;--- Mezclas de uranio y plutonio;4650
4652;"284420510080";7;"2844 20 51";10;---- Ferrouranio;4651
4653;"284420590080";7;"2844 20 59";10;---- Los demás (Euratom);4651
4654;"284420990080";6;"2844 20 99";10;--- Los demás;4650
4655;"284430000080";4;"2844 30";7;"- Uranio empobrecido en U 235 y sus compuestos; torio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio empobrecido en U 235, torio o compuestos de estos productos";4639
4656;"284430110010";5;"";0;"-- Uranio empobrecido en U 235; aleaciones, dispersiones, incluido el cermet, productos cerámicos y mezclas, que contengan uranio empobrecido en U 235 o compuestos de este producto";4655
4657;"284430110080";6;"2844 30 11";10;--- Cermet;4656
4658;"284430190080";6;"2844 30 19";10;--- Los demás;4656
4659;"284430510010";5;"";0;"-- Torio; aleaciones, dispersiones, incluido el cermet, productos cerámicos y mezclas que contengan torio o compuestos de este producto";4655
4660;"284430510080";6;"2844 30 51";10;--- Cermet;4659
4661;"284430550010";6;"";0;--- Los demás;4659
4662;"284430550080";7;"2844 30 55";10;"---- En bruto; desperdicios y desechos (Euratom)";4661
4663;"284430610010";7;"";0;---- Manufacturado;4661
4664;"284430610080";8;"2844 30 61";10;----- Barras, perfiles, alambre, chapas, bandas y hojas (Euratom);4663
4665;"284430690080";8;"2844 30 69";10;----- Los demás (Euratom);4663
4666;"284430910010";5;"";0;-- Compuestos de uranio empobrecido en U 235 y compuestos de torio, incluso mezclados entre sí;4655
4667;"284430910080";6;"2844 30 91";10;--- De uranio empobrecido en U 235, de torio, incluso mezclados entre sí (Euratom) (excepto los de las sales de torio);4666
4668;"284430990080";6;"2844 30 99";10;--- Los demás;4666
4669;"284441000010";4;"";0;"- Elementos e isótopos y compuestos, radiactivos, excepto los de las subpartidas 284410, 284420 o 284430; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan estos elementos, isótopos o compuestos; residuos radiactivos";4639
4670;"284441000080";5;"2844 41";7;"-- Tritio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan tritio o sus compuestos";4669
4671;"284441100080";6;"2844 41 10";10;"--- Isótopo radiactivo artificial (Euratom);compuestos de isótopo radiactivo artificial (Euratom)";4670
4672;"284441900080";6;"2844 41 90";10;--- Los demás;4670
4673;"284442000080";5;"2844 42";7;"-- Actinio-225, actinio-227, californio-253, curio-240, curio-241, curio-242, curio-243, curio-244, einstenio-253, einstenio-254, gadolinio-148, polonio-208, polonio-209, polonio-210, radio-223, uranio-230 o uranio-232, y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan estos elementos o compuestos";4669
4674;"284442100080";6;"2844 42 10";10;"--- Isótopos radiactivos artificiales (Euratom); compuestos de isótopos radiactivos artificiales (Euratom)";4673
4675;"284442900080";6;"2844 42 90";10;--- Los demás;4673
4676;"284443000080";5;"2844 43";7;"-- Los demás elementos e isótopos y compuestos, radiactivos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan estos elementos, isótopos o compuestos";4669
4677;"284443100080";6;"2844 43 10";10;"--- Uranio-233 y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio-233 o sus compuestos";4676
4678;"284443200080";6;"2844 43 20";10;"--- Isótopos radiactivos artificiales (Euratom); compuestos de isótopos radiactivos artificiales (Euratom)";4676
4679;"284443800080";6;"2844 43 80";10;--- Los demás;4676
